MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings
4.0405,82.7248,280.323,280.1099444,21,264.195,1,3,3,1,3,3,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73cc0>
4.487,91.731,298.455,298.1503697,21,276.279,0,2,3,0,3,4,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73d40>
9.1517,151.5388,528.951,527.1549477,35,496.695,1,2,2,1,5,10,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73dc0>
1.3066,70.7867,262.309,262.1317424,19,244.165,1,5,3,1,5,3,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73e40>
2.7317,97.4218,344.455,344.2099928,25,316.231,1,5,5,1,5,5,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73ec0>
2.5996,63.1555,205.301,205.1466642,15,186.149,0,2,2,0,2,5,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73f40>
5.8856,110.68,370.587,370.1537408,25,344.379,0,2,4,0,4,4,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c040>
3.9624,94.0908,311.469,311.2249145,23,282.237,1,2,2,1,2,5,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c0c0>
2.2062,81.5968,284.359,284.1524779,21,264.199,1,4,3,1,4,6,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c140>
2.72624,74.8147,246.354,246.1732133,18,224.178,1,3,2,1,3,2,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c1c0>
3.5276,84.0638,289.806,289.1233419,20,269.646,1,2,2,1,3,5,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c240>
1.6254,90.6954,421.422,421.0377826,27,407.31,4,7,5,4,12,3,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c2c0>
0.821,76.0514,380.662,378.9021808,20,372.598,4,7,5,4,12,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c340>
0.9242,79.7322,338.772,338.0128055,22,327.684,4,6,4,4,8,2,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c3c0>
0.4492,36.1647,141.17,141.0789786,10,130.082,1,3,2,1,3,1,56,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c440>
4.8321,101.7835,340.492,340.1609344,24,316.3,0,3,4,0,4,5,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c4c0>
2.9702,63.6614,194.237,194.0843983,15,184.157,2,2,2,2,2,0,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c540>
0.5983,75.9047,360.244,358.9568032,20,349.156,3,7,5,3,11,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c5c0>
3.4934,92.5358,324.38,324.1473925,24,304.22,1,5,3,1,5,5,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c640>
1.655,88.5647,439.89,438.9708812,25,426.786,3,7,6,3,14,4,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c6c0>
1.79064,59.6827,221.256,221.1051933,16,206.136,1,4,3,1,4,3,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c740>
0.8788,67.9931,289.744,289.0287899,18,277.648,4,6,4,4,8,2,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c7c0>
2.32162,67.5644,220.316,220.1575633,16,200.156,2,3,2,2,3,5,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c840>
3.1733,111.284,378.516,378.2307282,28,348.276,0,4,3,0,4,6,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c8c0>
2.4479,78.1695,286.718,286.0509053,20,275.63,2,4,3,2,5,1,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c940>
2.5775,78.5885,259.349,259.1572289,19,238.181,2,3,3,2,3,6,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7c9c0>
4.121,95.016,294.442,294.2095988,22,268.234,0,2,2,0,2,4,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ca40>
2.8978,65.6647,237.73,237.0920418,16,221.602,1,2,2,1,3,2,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cac0>
2.423,109.153,404.507,404.2311221,29,372.251,0,7,6,0,7,6,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cb40>
0.5992,46.8974,176.175,176.0585775,13,168.111,2,4,3,2,4,1,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cbc0>
5.929,80.241,320.046,317.953661,18,309.966,0,0,0,0,4,3,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cc40>
3.89654,88.6657,288.435,288.2201635,21,260.211,1,3,2,1,3,5,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ccc0>
2.3528,22.785,184.491,183.9714335,10,182.475,0,1,1,0,7,3,62,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cd40>
1.96282,78.3082,276.38,276.183778,20,252.188,1,4,3,1,4,3,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cdc0>
2.6092,79.0028,284.746,284.0716407,20,271.642,1,3,3,1,4,1,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ce40>
2.71412,93.8984,365.842,365.0600901,24,349.714,3,6,4,3,8,2,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cec0>
3.3619,102.2484,339.483,339.2310625,25,310.251,2,4,3,2,4,8,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cf40>
6.4548,102.681,416.135,413.9860238,25,402.023,0,3,3,0,7,6,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7cfc0>
1.7385,58.406,205.277,205.1234034,15,188.141,0,2,2,0,2,4,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d040>
9.1517,151.5388,528.951,527.1549477,35,496.695,1,2,2,1,5,10,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d0c0>
3.1013,83.1795,321.163,320.0119329,21,311.083,2,4,3,2,6,1,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d140>
2.9568,87.3681,301.386,301.1677936,22,278.202,4,4,4,4,4,7,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d1c0>
0.5223,52.8714,212.656,212.0483799,14,201.568,2,3,3,2,4,4,76,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d240>
2.4722,82.9498,300.745,300.0665553,21,287.641,1,4,3,1,5,1,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d2c0>
1.9891,76.7745,265.353,265.1677936,19,242.169,2,4,4,2,4,9,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d340>
1.3532,65.2071,232.283,232.1211778,17,216.155,3,4,3,3,4,2,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d3c0>
2.8424,95.5085,351.443,351.204573,25,322.211,2,6,6,2,6,5,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d440>
0.4521,73.9809,266.341,266.1630426,19,244.165,4,5,4,4,5,8,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d4c0>
1.58914,58.1951,192.262,192.1262631,14,176.134,3,3,2,3,3,2,76,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d540>
1.9056,72.9392,248.326,248.1524779,18,228.166,3,4,3,3,4,6,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d5c0>
2.8279,74.2367,272.711,272.0483799,19,261.623,1,3,2,1,4,2,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d640>
6.518,104.177,397.758,396.0021525,24,382.638,0,2,3,0,6,6,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d6c0>
5.8014,97.671,381.69,380.0249961,24,366.57,0,3,3,0,6,6,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d740>
1.771,69.7385,253.277,253.0870179,19,240.173,0,3,3,0,3,4,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d7c0>
2.3461,65.258,243.257,243.0826814,18,231.161,0,2,2,0,3,3,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d840>
3.4407,87.5169,414.346,414.1378118,28,394.186,2,5,4,2,11,7,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d8c0>
2.9708,108.4361,418.446,418.1740012,30,392.238,1,9,8,1,9,8,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d940>
2.02944,55.0604,179.263,179.1310142,13,162.127,2,2,2,2,2,3,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7d9c0>
2.3655,94.6247,336.432,336.2049074,24,308.208,3,6,5,3,6,10,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7da40>
2.0483,78.9257,286.351,286.1448671,21,266.191,1,4,3,1,4,4,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7dac0>
4.435,79.7987,309.331,309.1340489,22,291.187,1,2,2,1,5,6,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7db40>
4.8302,114.186,366.549,366.2671137,27,332.277,0,3,3,0,3,10,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7dbc0>
1.0568,104.8214,387.44,387.1906543,28,362.24,2,9,8,2,9,4,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7dc40>
2.8541,93.5132,332.464,332.2220202,24,302.224,1,4,3,1,4,5,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7dcc0>
3.2414,100.198,341.451,341.1990937,25,314.235,2,4,4,2,4,11,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7dd40>
0.6442,44.1274,160.237,160.1332052,11,142.093,0,3,2,0,3,3,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ddc0>
1.6991,82.6502,292.379,292.1786926,21,268.187,3,5,4,3,5,5,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7de40>
2.3934,88.3295,307.434,307.2147438,22,278.202,2,4,4,2,4,11,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7dec0>
1.5299,81.4195,295.379,295.1783583,21,270.179,2,5,5,2,5,9,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7df40>
1.8325,67.6155,259.306,259.0434388,18,248.218,0,3,4,0,4,4,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7dfc0>
2.55,54.2544,179.307,179.1673997,13,158.139,2,1,1,2,1,1,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e040>
6.1972,255.9564,958.24,957.5813563,68,874.576,3,15,14,3,15,9,384,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e0c0>
2.2663,105.5771,408.882,408.1451996,28,383.682,3,7,7,3,8,8,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e140>
-0.1879,66.5699,254.286,254.1266571,18,236.142,4,6,5,4,6,6,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e1c0>
3.9643,96.3877,384.259,383.0691134,25,365.107,1,5,5,1,7,4,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e240>
1.8135,103.576,387.887,387.1480939,27,363.695,0,5,5,0,6,8,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e2c0>
2.27486,86.6025,309.406,309.1940083,22,282.19,2,5,5,2,5,7,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e340>
2.3659,91.8265,325.449,325.2253085,23,294.201,2,5,5,2,5,12,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e3c0>
3.12852,86.0245,293.37,293.1528122,22,274.218,0,4,4,0,4,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e440>
0.4612,87.8062,350.345,350.1321715,25,332.201,1,6,6,1,8,3,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e4c0>
2.0835,18.04,168.036,168.000984,10,166.02,0,1,1,0,7,2,62,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e540>
8.6443,132.3088,500.432,499.1656546,33,470.192,1,2,2,1,7,10,180,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e5c0>
3.738,118.6652,406.482,406.1892573,30,380.274,3,6,5,3,6,10,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e640>
2.87958,93.8653,430.379,430.0610408,29,416.267,2,6,5,2,11,5,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e6c0>
4.3611,110.1305,379.5,379.2147438,28,350.268,0,4,4,0,4,6,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e740>
0.94552,95.1822,358.393,358.1572433,26,337.225,1,6,6,1,7,3,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e7c0>
0.0878,63.1137,258.233,258.0640568,19,248.153,1,6,4,1,6,1,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e840>
2.4668,77.3994,249.317,249.1265975,19,234.197,2,3,3,2,3,0,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e8c0>
-1.8829,16.6878,89.07,89.0244176,6,84.03,1,3,3,1,3,1,36,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e940>
2.2066,99.6466,359.486,359.2227831,26,328.238,2,4,4,2,4,8,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7e9c0>
0.0298,66.8996,259.265,259.0956913,19,246.161,3,6,4,3,6,1,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ea40>
3.08132,113.5138,426.492,426.2067189,31,399.276,1,7,7,1,8,4,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7eac0>
3.9538,97.8934,340.443,340.1907201,25,314.235,0,4,3,0,4,6,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7eb40>
0.0899,43.7858,169.18,169.0738932,12,158.092,5,4,4,5,4,2,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ebc0>
2.84042,86.5965,281.359,281.1528122,21,262.207,2,4,4,2,4,4,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ec40>
2.7827,79.6681,259.353,259.1684623,19,238.185,3,4,4,3,4,6,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ecc0>
2.7827,79.6681,259.353,259.1684623,19,238.185,3,4,4,3,4,6,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ed40>
3.4841,100.0062,348.507,348.2533204,25,314.235,1,4,3,1,4,8,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7edc0>
3.4841,100.0062,348.507,348.2533204,25,314.235,1,4,3,1,4,8,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ee40>
2.9107,160.4562,591.753,591.3420695,43,546.393,3,10,6,3,10,5,232,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7eec0>
4.4178,93.407,307.437,307.1936144,23,282.237,0,2,2,0,2,4,120,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ef40>
3.0234,83.797,266.388,266.1782987,20,244.212,0,2,2,0,2,3,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7efc0>
1.7251,82.5578,301.386,301.1677936,22,278.202,1,4,4,1,4,1,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f040>
3.4919,118.6003,411.571,411.1980482,29,382.339,1,5,6,1,6,7,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f0c0>
0.5259,60.2018,198.314,198.1844467,14,176.138,4,4,2,4,4,3,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f140>
1.9351,103.8155,353.466,353.2103271,26,326.25,2,5,4,2,5,4,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f1c0>
3.882,123.2173,425.598,425.2136982,30,394.35,1,5,6,1,6,8,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f240>
1.1292,57.8701,211.261,211.1208434,15,194.125,4,4,4,4,4,4,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f2c0>
1.1292,57.8701,211.261,211.1208434,15,194.125,4,4,4,4,4,4,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f340>
-0.2073,45.7066,186.236,186.0462986,12,176.156,4,4,3,4,5,2,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f3c0>
4.9011,111.2314,386.586,386.1486555,26,360.378,0,3,4,0,5,4,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f440>
4.9011,111.2314,386.586,386.1486555,26,360.378,0,3,4,0,5,4,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f4c0>
1.248,80.9577,313.72,313.0385434,22,303.64,1,5,4,1,6,2,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f540>
1.5193,62.4871,225.288,225.1364935,16,206.136,4,4,4,4,4,3,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f5c0>
1.248,80.9577,313.72,313.0385434,22,303.64,1,5,4,1,6,2,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f640>
1.5193,62.4871,225.288,225.1364935,16,206.136,4,4,4,4,4,3,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f6c0>
3.7077,90.84,290.41,290.1782987,22,268.234,0,2,2,0,2,0,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f740>
5.1044,100.569,343.898,343.1702921,24,317.69,0,2,2,0,3,6,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f7c0>
0.9814,55.7004,177.251,177.1265975,13,162.131,2,3,1,2,3,2,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f840>
3.3366,144.841,505.458,504.2031963,34,475.218,10,10,2,10,12,9,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f8c0>
-4.3417,272.1637,1069.238,1068.426955,74,1004.726,18,26,15,18,28,19,402,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f940>
-7.1847,325.6419,1350.41,1349.433985,94,1278.842,17,34,21,17,36,38,508,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7f9c0>
1.1981,77.5766,285.343,285.1364935,21,266.191,2,4,4,2,4,0,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fa40>
1.8483,48.842,162.236,162.1156984,12,148.124,0,2,2,0,2,1,64,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fac0>
5.16334,131.4325,461.558,461.2202231,34,430.31,2,6,6,2,6,7,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fb40>
5.16334,131.4325,461.558,461.2202231,34,430.31,2,6,6,2,6,7,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fbc0>
3.472,86.9085,291.435,291.2198292,21,262.203,2,3,3,2,3,6,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fc40>
0.701,64.5401,240.303,240.1473925,17,220.143,4,5,5,4,5,4,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fcc0>
0.701,64.5401,240.303,240.1473925,17,220.143,4,5,5,4,5,4,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fd40>
4.2148,112.523,386.561,386.2027992,27,356.321,0,4,4,0,5,8,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fdc0>
6.637,108.107,411.785,410.0178026,25,394.649,0,2,3,0,6,7,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fe40>
6.637,108.107,411.785,410.0178026,25,394.649,0,2,3,0,6,7,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7fec0>
-0.7565,98.1686,342.443,342.2044789,25,316.235,8,6,2,8,6,10,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d7ff40>
1.617,59.7457,211.224,211.0745619,16,202.152,1,4,3,1,4,1,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c040>
3.6335,168.0078,602.905,602.4760093,43,540.409,0,8,6,0,8,4,244,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c0c0>
-0.8054,272.0538,1019.261,1018.44048,71,952.733,15,20,14,15,22,17,384,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c140>
1.7178,122.2004,451.483,451.1855689,33,426.283,2,10,9,2,10,4,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c1c0>
1.7178,122.2004,451.483,451.1855689,33,426.283,2,10,9,2,10,4,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c240>
-4.7157,326.9839,1270.441,1269.648716,91,1184.761,21,32,15,21,32,31,494,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c2c0>
-3.2329,350.2732,1323.504,1322.642902,96,1238.832,20,30,14,20,30,33,510,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c340>
2.7344,81.3051,305.761,305.0818711,21,289.633,4,4,4,4,5,1,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c3c0>
2.7344,81.3051,305.761,305.0818711,21,289.633,4,4,4,4,5,1,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c440>
-4.1913,33.8342,231.037,230.9719691,13,223.981,3,8,8,3,10,4,80,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c4c0>
1.3212,82.2402,295.408,295.1354479,20,274.24,2,5,3,2,6,6,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c540>
-4.7422,97.18,586.502,585.927427,34,568.358,6,20,16,6,24,9,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c5c0>
4.4075,148.3142,529.786,529.3999846,38,476.362,1,6,5,1,6,5,214,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c640>
4.6546,107.275,353.506,353.2354792,26,322.258,0,3,3,0,3,8,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c6c0>
-0.1251,22.9074,77.152,77.02992022,4,70.096,2,1,2,2,2,1,26,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c740>
4.164,109.9753,384.586,384.244664,26,348.298,2,5,4,2,6,14,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c7c0>
4.164,109.9753,384.586,384.244664,26,348.298,2,5,4,2,6,14,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c840>
6.215,124.628,405.969,405.1859422,29,377.745,0,2,2,0,3,9,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c8c0>
3.50644,84.0487,274.408,274.2045135,20,248.2,1,3,2,1,3,4,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c940>
0.0409,85.0125,355.306,355.0815323,26,342.202,2,9,8,2,9,7,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8c9c0>
2.519,88.7492,324.38,324.1473925,24,304.22,1,5,4,1,5,2,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8ca40>
3.0924,188.2138,670.855,670.3842687,49,620.455,6,11,7,6,11,12,262,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cac0>
2.856,109.1218,383.517,383.166748,27,358.317,1,5,6,1,6,5,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cb40>
1.5822,60.6331,211.334,211.1143185,14,194.198,3,3,4,3,4,3,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cbc0>
2.8669,174.067,613.803,613.362805,45,566.427,4,9,7,4,9,11,240,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cc40>
2.7171,127.8774,456.572,456.1943598,32,428.348,3,9,6,3,10,6,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8ccc0>
2.2147,90.553,302.422,302.2106615,22,276.214,0,5,5,0,5,5,120,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cd40>
-0.4569,56.31,314.579,313.8992541,17,309.539,0,6,7,0,10,4,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cdc0>
2.075,111.7205,422.506,422.1311253,30,400.33,0,6,7,0,7,10,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8ce40>
0.5598,98.7129,415.351,415.1023485,30,401.239,2,7,7,2,10,3,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cec0>
4.74762,160.5925,567.796,567.3130779,40,522.436,4,7,6,4,8,9,218,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cf40>
3.81298,90.914,324.399,324.1637915,24,303.231,0,3,3,0,4,5,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d8cfc0>
